Facility ID,Score,Footnote,hosp_name,state,zipcode,hosp_type,hosp_ownership,hosp_emergency_services,hosp_rating,hosp_rating_fn
390146,0.94,,WARREN GENERAL HOSPITAL,PA,16365,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390147,0.96,,MONONGAHELA VALLEY HOSPITAL,PA,15063,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390150,0.93,,WASHINGTON HEALTH SYSTEM GREENE,PA,15370,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390151,0.92,,CHAMBERSBURG HOSPITAL,PA,17201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
390153,1.00,,PAOLI HOSPITAL,PA,19301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
390156,0.97,,MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,PA,19023,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390157,1.12,,HERITAGE VALLEY KENNEDY,PA,15136,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390160,0.97,,CANONSBURG GENERAL HOSPITAL,PA,15317,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390162,1.01,,EASTON HOSPITAL,PA,18042,Acute Care Hospitals,Proprietary,Yes,3,
390163,0.96,,ACMH HOSPITAL,PA,16201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390164,1.01,,UPMC PRESBYTERIAN SHADYSIDE,PA,15213,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390168,0.96,,BUTLER MEMORIAL HOSPITAL,PA,16001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390173,0.97,,INDIANA REGIONAL MEDICAL CENTER,PA,15701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390174,1.00,,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PA,19107,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
390178,0.91,,UPMC HORIZON,PA,16125,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
390179,0.97,,CHESTER COUNTY HOSPITAL,PA,19380,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
390180,1.06,,CROZER CHESTER MEDICAL CENTER,PA,19013,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
390183,0.90,,ST LUKE'S MINERS MEMORIAL HOSPITAL,PA,18218,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390184,1.01,,HIGHLANDS HOSPITAL,PA,15425,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390185,1.05,,LEHIGH VALLEY HOSPITAL - HAZLETON,PA,18201,Acute Care Hospitals,Government - Local,Yes,2,
390192,0.98,,TYLER MEMORIAL HOSPITAL,PA,18657,Acute Care Hospitals,Proprietary,Yes,5,
390194,0.99,,BLUE MOUNTAIN HOSPITAL,PA,18235,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390195,0.98,,MAIN LINE HOSPITAL LANKENAU,PA,19096,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390197,1.00,,ST LUKE'S HOSPITAL - SACRED HEART CAMPUS,PA,18102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390198,1.03,,MILLCREEK COMMUNITY HOSPITAL,PA,16509,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390199,0.90,,PUNXSUTAWNEY AREA HOSPITAL,PA,15767,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390201,1.01,,LEHIGH VALLEY HOSPITAL - POCONO,PA,18301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390203,0.96,,DOYLESTOWN HOSPITAL,PA,18901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390204,1.04,,NAZARETH HOSPITAL,PA,19152,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390211,0.97,,SHARON REGIONAL HEALTH SYSTEM,PA,16146,Acute Care Hospitals,Proprietary,Yes,2,
390217,1.02,,EXCELA HEALTH - FRICK HOSPITAL,PA,15666,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
390219,0.97,,EXCELA HEALTH LATROBE HOSPITAL,PA,15650,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390220,0.98,,JENNERSVILLE HOSPITAL,PA,19390,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
390222,0.95,,RIDDLE MEMORIAL HOSPITAL,PA,19063,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390223,1.00,,PENN PRESBYTERIAN MEDICAL CENTER,PA,19104,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
390225,0.96,,WELLSPAN EPHRATA COMMUNITY HOSPITAL,PA,17522,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
390226,1.02,,PENNSYLVANIA HOSPITAL,PA,19107,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390228,0.98,,ST CLAIR HOSPITAL,PA,15243,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390231,0.96,,ABINGTON MEMORIAL HOSPITAL,PA,19001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390233,1.01,,UPMC PINNACLE HANOVER,PA,17331,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390236,0.86,,GUTHRIE TOWANDA MEMORIAL HOSPITAL,PA,18848,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390237,1.01,,REGIONAL HOSPITAL OF SCRANTON,PA,18501,Acute Care Hospitals,Proprietary,Yes,1,
390256,1.01,,MILTON S HERSHEY MEDICAL CENTER,PA,17033,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390258,1.04,,ST MARY MEDICAL CENTER,PA,19047,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390265,1.00,,JEFFERSON HOSPITAL,PA,15025,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390266,1.01,,GROVE CITY MEDICAL CENTER,PA,16127,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390267,1.07,,FORBES HOSPITAL,PA,15146,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
390268,0.99,,MOUNT NITTANY MEDICAL CENTER,PA,16803,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
390270,1.00,,GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,18711,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390272,0.75,,VALLEY FORGE MEDICAL CENTER AND HOSPITAL,PA,19401,Acute Care Hospitals,Proprietary,No,Not Available,16.0
390278,0.76,,EAGLEVILLE HOSPITAL,PA,19408,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,16.0
390290,0.99,,HAHNEMANN UNIVERSITY HOSPITAL,PA,19102,Acute Care Hospitals,Proprietary,Yes,1,
390304,1.01,,ROXBOROUGH MEMORIAL HOSPITAL,PA,19128,Acute Care Hospitals,Proprietary,Yes,2,
390307,Not Available,1.0,EDGEWOOD SURGICAL HOSPITAL,PA,16154,Acute Care Hospitals,Physician,No,Not Available,16.0
390312,1.13,,EASTERN REGIONAL MEDICAL CENTER,PA,19124,Acute Care Hospitals,Voluntary non-profit - Private,No,4,
390314,0.90,,COORDINATED HEALTH ORTHOPEDIC HOSPITAL,PA,18017,Acute Care Hospitals,Physician,No,Not Available,16.0
390316,0.91,,SURGICAL INSTITUTE OF READING,PA,19610,Acute Care Hospitals,Proprietary,No,Not Available,16.0
390321,0.93,,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,PA,18104,Acute Care Hospitals,Proprietary,No,Not Available,16.0
390322,0.81,,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,PA,19020,Acute Care Hospitals,Proprietary,No,Not Available,16.0
390323,0.96,,ADVANCED SURGICAL HOSPITAL,PA,15301,Acute Care Hospitals,Physician,No,Not Available,16.0
390324,0.83,,PHYSICIANS CARE SURGICAL HOSPITAL,PA,19468,Acute Care Hospitals,Physician,No,Not Available,16.0
390325,1.03,,OSS ORTHOPAEDIC HOSPITAL,PA,17402,Acute Care Hospitals,Proprietary,No,Not Available,16.0
390326,0.91,,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,PA,18045,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
390327,0.95,,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,PA,17403,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,16.0
390328,0.98,,UPMC EAST,PA,15146,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390329,1.04,,EINSTEIN MEDICAL CENTER MONTGOMERY,PA,19403,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
390330,0.96,,ST LUKE'S HOSPITAL - MONROE CAMPUS,PA,18360,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
390331,0.96,,WILLS EYE HOSPITAL,PA,19107,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,16.0
410004,1.01,,ROGER WILLIAMS MEDICAL CENTER,RI,02908,Acute Care Hospitals,Proprietary,Yes,3,
410005,1.05,,OUR LADY OF FATIMA HOSPITAL,RI,02904,Acute Care Hospitals,Proprietary,Yes,2,
410006,0.99,,NEWPORT HOSPITAL,RI,02840,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
410007,1.02,,RHODE ISLAND HOSPITAL,RI,02903,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
410008,0.94,,SOUTH COUNTY HOSPITAL INC,RI,02879,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
410009,0.98,,KENT COUNTY MEMORIAL HOSPITAL,RI,02886,Acute Care Hospitals,Proprietary,Yes,2,
410010,0.97,,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,RI,02905,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
410011,0.94,,LANDMARK MEDICAL CENTER,RI,02895,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
410012,0.98,,THE MIRIAM HOSPITAL,RI,02906,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
410013,0.96,,WESTERLY HOSPITAL,RI,02891,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420002,1.08,,PIEDMONT MEDICAL CENTER,SC,29730,Acute Care Hospitals,Proprietary,Yes,2,
420004,1.02,,MUSC MEDICAL CENTER,SC,29425,Acute Care Hospitals,Government - State,Yes,2,
420005,0.89,,MCLEOD MEDICAL CENTER - DILLON,SC,29536,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420007,1.05,,SPARTANBURG MEDICAL CENTER,SC,29303,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
420009,1.05,,PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,SC,29672,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420010,0.98,,CAROLINA PINES REGIONAL MEDICAL CENTER,SC,29550,Acute Care Hospitals,Proprietary,Yes,3,
420011,1.01,,CANNON MEMORIAL HOSPITAL,SC,29671,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420015,0.99,,PRISMA HEALTH BAPTIST EASLEY HOSPITAL,SC,29640,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
420018,1.02,,PRISMA HEALTH RICHLAND HOSPITAL,SC,29203,Acute Care Hospitals,Proprietary,Yes,2,
420019,1.06,,MUSC HEALTH CHESTER MEDICAL CENTER,SC,29706,Acute Care Hospitals,Proprietary,Yes,2,
420020,0.91,,TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,SC,29440,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420023,0.98,,ST FRANCIS-DOWNTOWN,SC,29601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
420026,0.98,,PROVIDENCE HEALTH,SC,29203,Acute Care Hospitals,Proprietary,Yes,3,
420027,1.08,,ANMED HEALTH,SC,29621,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
420030,0.96,,COLLETON MEDICAL CENTER,SC,29488,Acute Care Hospitals,Proprietary,Yes,3,
420033,0.90,,PRISMA HEALTH GREER MEMORIAL HOSPITAL,SC,29650,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
420036,1.00,,MUSC HEALTH LANCASTER MEDICAL CENTER,SC,29720,Acute Care Hospitals,Proprietary,Yes,2,
420037,0.92,,PRISMA HEALTH HILLCREST HOSPITAL,SC,29681,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420038,0.93,,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,SC,29325,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420043,0.98,,CHEROKEE MEDICAL CENTER,SC,29340,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
420048,0.98,,KERSHAWHEALTH,SC,29020,Acute Care Hospitals,Proprietary,Yes,4,
420049,0.93,,CONWAY MEDICAL CENTER,SC,29526,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
420051,0.98,,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,SC,29506,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
420053,0.96,,NEWBERRY COUNTY MEMORIAL HOSPITAL,SC,29108,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
420055,0.92,,MUSC HEALTH MARION MEDICAL CENTER,SC,29574,Acute Care Hospitals,Government - State,Yes,2,
420057,Not Available,1.0,MCLEOD MEDICAL CENTER - DARLINGTON,SC,29540,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,16.0
420065,1.00,,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,SC,29414,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420066,0.93,,LAKE CITY COMMUNITY HOSPITAL,SC,29560,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
420067,0.99,,BEAUFORT COUNTY MEMORIAL HOSPITAL,SC,29902,Acute Care Hospitals,Government - Local,Yes,3,
420068,1.01,,TRMC OF ORANGEBURG & CALHOUN,SC,29115,Acute Care Hospitals,Government - Local,No,1,
420070,1.00,,PRISMA HEATH TUOMEY HOSPITAL,SC,29150,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
420071,1.10,,SELF REGIONAL HEALTHCARE,SC,29646,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
420072,0.88,,HAMPTON REGIONAL MEDICAL CENTER,SC,29944,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
420073,0.96,,LEXINGTON MEDICAL CENTER,SC,29169,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
420078,1.02,,PRISMA HEALTH ROGER C. PEACE REHABILITATION HOSPITAL,SC,29605,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
420079,1.00,,TRIDENT MEDICAL CENTER,SC,29406,Acute Care Hospitals,Proprietary,Yes,1,
420080,0.99,,HILTON HEAD REGIONAL MEDICAL CENTER,SC,29925,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
420082,1.01,,AIKEN REGIONAL MEDICAL CENTER,SC,29801,Acute Care Hospitals,Proprietary,Yes,2,
420085,0.92,,GRAND STRAND REGIONAL MEDICAL CENTER,SC,29572,Acute Care Hospitals,Proprietary,Yes,4,
420086,0.98,,PRISMA HEALTH BAPTIST,SC,29220,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420087,1.00,,ROPER HOSPITAL,SC,29401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
420089,1.01,,EAST COOPER MEDICAL CENTER,SC,29464,Acute Care Hospitals,Proprietary,Yes,3,
420091,0.98,,MUSC HEALTH FLORENCE MEDICAL CENTER,SC,29505,Acute Care Hospitals,Proprietary,Yes,3,
420098,0.95,,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,SC,29576,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420101,1.03,,COASTAL CAROLINA HOSPITAL,SC,29927,Acute Care Hospitals,Proprietary,Yes,3,
420102,0.79,,PRISMA HEALTH  PATEWOOD HOSPITAL,SC,29615,Acute Care Hospitals,Voluntary non-profit - Private,No,5,
420103,0.94,,PELHAM MEDICAL CENTER,SC,29651,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
420104,0.95,,MOUNT PLEASANT HOSPITAL,SC,29466,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
420105,0.91,,MCLEOD LORIS  HOSPITAL,SC,29569,Acute Care Hospitals,Voluntary non-profit - Private,No,5,
420106,0.95,,PRISMA HEALTH BAPTIST PARKRIDGE,SC,29212,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
420107,0.94,,MCLEOD HEALTH CHERAW,SC,29520,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
420108,1.00,,UNION MEDICAL CENTER,SC,29379,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
420109,0.85,,MCLEOD HEALTH CLARENDON,SC,29102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
420110,Not Available,5.0,ROPER ST FRANCIS HOSPITAL-BERKELY INC,SC,29461,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,5.0
430005,0.90,,"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",SD,57201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
430008,0.85,,BROOKINGS HEALTH SYSTEM,SD,57006,Acute Care Hospitals,Government - Local,Yes,4,
430012,0.93,,AVERA SACRED HEART HOSPITAL,SD,57078,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
430013,0.94,,AVERA QUEEN OF PEACE,SD,57301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
430014,0.94,,AVERA ST LUKES,SD,57401,Acute Care Hospitals,Voluntary non-profit - Church,Yes,5,
430015,0.84,,AVERA ST MARY'S HOSPITAL,SD,57501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
430016,0.98,,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,SD,57117,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
430027,1.03,,SANFORD USD MEDICAL CENTER,SD,57117,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
430048,0.96,,REGIONAL HEALTH SPEARFISH HOSPITAL,SD,57783,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
430077,1.00,,REGIONAL HEALTH RAPID CITY HOSPITAL,SD,57701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
430083,Not Available,1.0,PHS INDIAN HOSPITAL AT EAGLE BUTTE,SD,57625,Acute Care Hospitals,Government - Federal,Yes,Not Available,16.0
430084,0.89,,PHS INDIAN HOSPITAL AT ROSEBUD,SD,57570,Acute Care Hospitals,Government - Federal,Yes,Not Available,16.0
430089,0.88,,DUNES SURGICAL HOSPITAL,SD,57049,Acute Care Hospitals,Proprietary,No,Not Available,16.0
430090,0.87,,SIOUX FALLS SPECIALTY HOSPITAL,SD,57105,Acute Care Hospitals,Proprietary,No,Not Available,16.0
430091,0.89,,BLACK HILLS SURGICAL HOSPITAL LLP,SD,57703,Acute Care Hospitals,Proprietary,No,Not Available,16.0
430093,Not Available,1.0,SAME DAY SURGERY CENTER LLC,SD,57701,Acute Care Hospitals,Proprietary,No,Not Available,16.0
430095,0.96,,AVERA HEART HOSPITAL OF SOUTH DAKOTA,SD,57108,Acute Care Hospitals,Proprietary,Yes,5,
430097,0.95,,SANFORD MEDICAL CENTER ABERDEEN,SD,57402,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
440001,1.10,,UNICOI COUNTY  HOSPITAL,TN,37650,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
440002,1.08,,JACKSON-MADISON COUNTY GENERAL HOSPITAL,TN,38301,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
440003,1.00,,SUMNER REGIONAL MEDICAL CENTER,TN,37066,Acute Care Hospitals,Proprietary,Yes,3,
440006,1.06,,TRISTAR SKYLINE MEDICAL CENTER,TN,37207,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
440007,1.11,,UNITY MEDICAL CENTER,TN,37355,Acute Care Hospitals,Physician,Yes,4,
440008,1.09,,HENDERSON COUNTY COMMUNITY HOSPITAL,TN,38351,Acute Care Hospitals,Proprietary,Yes,3,
440009,0.97,,CUMBERLAND MEDICAL CENTER,TN,38555,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
440010,1.02,,WAYNE MEDICAL CENTER,TN,38485,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
440011,0.96,,BLOUNT MEMORIAL HOSPITAL,TN,37804,Acute Care Hospitals,Government - Local,Yes,2,
440012,1.01,,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,TN,37620,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
440015,0.97,,UNIVERSITY OF TN MEDICAL CENTER,TN,37920,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
440016,1.09,,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,TN,38344,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
440017,1.02,,WELLMONT HOLSTON VALLEY MEDICAL CENTER,TN,37662,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
440018,1.07,,SYCAMORE SHOALS HOSPITAL,TN,37643,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
440020,1.02,,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,TN,38478,Acute Care Hospitals,Proprietary,Yes,4,
440029,1.00,,WILLIAMSON MEDICAL CENTER,TN,37067,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
440030,1.00,,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,TN,37814,Acute Care Hospitals,Government - Local,Yes,2,
440031,0.91,,ROANE MEDICAL CENTER,TN,37748,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
440032,0.99,,HAWKINS COUNTY MEMORIAL HOSPITAL,TN,37857,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
440033,1.06,,LAFOLLETTE MEDICAL CENTER,TN,37766,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,
440034,0.95,,METHODIST MEDICAL CENTER OF OAK RIDGE,TN,37830,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
440035,0.99,,TENNOVA HEALTHCARE-CLARKSVILLE,TN,37040,Acute Care Hospitals,Proprietary,Yes,2,
440039,0.99,,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,37232,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
440040,0.85,,PERRY COMMUNITY HOSPITAL,TN,37096,Acute Care Hospitals,Proprietary,Yes,3,
440046,1.00,,TRISTAR HORIZON MEDICAL CENTER,TN,37055,Acute Care Hospitals,Proprietary,Yes,3,
440048,1.01,,BAPTIST MEMORIAL HOSPITAL,TN,38120,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
440049,1.02,,METHODIST HEALTHCARE MEMPHIS HOSPITALS,TN,38104,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,
440050,0.94,,GREENEVILLE COMMUNITY HOSPITAL,TN,37745,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
440053,0.99,,SAINT THOMAS RUTHERFORD HOSPITAL,TN,37129,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,
440056,1.00,,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,TN,37760,Acute Care Hospitals,Proprietary,Yes,4,
440057,0.96,,CLAIBORNE MEDICAL CENTER,TN,37879,Acute Care Hospitals,Government - Local,Yes,3,
440058,1.01,,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,TN,37398,Acute Care Hospitals,Proprietary,Yes,3,
440059,0.99,,COOKEVILLE REGIONAL MEDICAL CENTER,TN,38501,Acute Care Hospitals,Government - Local,Yes,4,
440060,1.04,,MILAN GENERAL HOSPITAL,TN,38358,Acute Care Hospitals,Government - Local,Yes,3,
440061,1.16,,VOLUNTEER COMMUNITY HOSPITAL,TN,38237,Acute Care Hospitals,Proprietary,Yes,3,
440063,1.03,,JOHNSON CITY MEDICAL CENTER,TN,37604,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
440065,1.03,,NORTHCREST MEDICAL CENTER,TN,37172,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
440068,1.01,,STARR REGIONAL MEDICAL CENTER ATHENS,TN,37371,Acute Care Hospitals,Proprietary,Yes,2,
440070,1.05,,DECATUR COUNTY GENERAL HOSPITAL,TN,38363,Acute Care Hospitals,Government - Local,Yes,3,
440072,1.04,,DYERSBURG REGIONAL MEDICAL CENTER,TN,38024,Acute Care Hospitals,Proprietary,Yes,2,
440073,1.01,,MAURY REGIONAL HOSPITAL,TN,38401,Acute Care Hospitals,Government - Local,Yes,4,
440081,0.91,,LECONTE MEDICAL CENTER,TN,37862,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
440082,1.01,,SAINT THOMAS WEST HOSPITAL,TN,37205,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
440084,0.98,,SWEETWATER HOSPITAL ASSOCIATION,TN,37874,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
440091,0.96,,"MEMORIAL HEALTHCARE SYSTEM, INC",TN,37404,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
440102,1.10,,LINCOLN MEDICAL CENTER,TN,37334,Acute Care Hospitals,Government - Local,Yes,4,
440104,1.06,,ERLANGER MEDICAL CENTER,TN,37403,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
440109,0.96,,HARDIN MEDICAL CENTER,TN,38372,Acute Care Hospitals,Government - Local,Yes,4,
440110,0.94,,FORT LOUDOUN MEDICAL CENTER,TN,37772,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
440111,0.99,,METRO NASHVILLE GENERAL HOSPITAL,TN,37208,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
440120,1.00,,PHYSICIANS REGIONAL MEDICAL CENTER,TN,37849,Acute Care Hospitals,Proprietary,Yes,3,
440125,0.94,,FORT SANDERS REGIONAL MEDICAL CENTER,TN,37916,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
440130,1.10,,BAPTIST MEMORIAL HOSPITAL UNION CITY,TN,38261,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
440131,1.03,,BAPTIST MEMORIAL HOSPITAL TIPTON,TN,38019,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
440132,1.02,,HENRY COUNTY MEDICAL CENTER,TN,38242,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
440133,1.02,,SAINT THOMAS MIDTOWN HOSPITAL,TN,37236,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
440137,0.98,,TENNOVA HEALTHCARE-SHELBYVILLE,TN,37160,Acute Care Hospitals,Proprietary,Yes,4,
440144,1.03,,TENNOVA HEALTHCARE-HARTON,TN,37388,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
440148,0.96,,DEKALB COMMUNITY HOSPITAL,TN,37166,Acute Care Hospitals,Voluntary non-profit - Church,Yes,5,
440150,1.01,,TRISTAR SUMMIT MEDICAL CENTER,TN,37076,Acute Care Hospitals,Proprietary,Yes,3,
440151,1.04,,SAINT THOMAS RIVER PARK HOSPITAL,TN,37110,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
440152,1.05,,REGIONAL ONE HEALTH,TN,38103,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
440153,0.92,,NEWPORT MEDICAL CENTER,TN,37821,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
440156,1.00,,PARKRIDGE MEDICAL CENTER,TN,37404,Acute Care Hospitals,Proprietary,Yes,3,
